type,name,notice,furigana
粗大ごみ,板ガラス（袋に入らないもの）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",い
プラスチック,いちご等のパック,食品等の汚れは落として、市販されている10～45リットルの透明・半透明の袋に入れて出してください。,い
粗大ごみ,一輪車（遊具）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。400円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",い
粗大ごみ,一輪車（運搬用）（農業用は収集不可）,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",い
収集不可,一輪車（農業用）,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,い
ビン,一升びん,収集日に設置されている白色・茶色・黒色のコンテナにそれぞれ無色・茶・その他の色に分けて入れてください。,い
収集不可,一斗缶（18リットル缶）（事業で使用されていたもの）,市では収集できません。購入店・製造元等に処分方法をお尋ねください。,い
カン・スプレー缶,一斗缶（18リットル缶）（食品用）,水洗いし、収集日に設置されている空き缶用ネットの中に入れてください。,い
埋立てるしかないごみ,一斗缶（18リットル缶）（食品用以外）,亀岡市指定の黄色のごみ袋に入れてください。,い
燃やすしかないごみ,糸,長さ3m以下に細断し、亀岡市指定の緑色のごみ袋に入れてください。,い
粗大ごみ,犬小屋,"【回収の申込】
オンライン（https://logoform.jp/procedure/JbYC/270）または公益財団法人 環境かめおか（TEL 0771-27-3393）へ電話で申し込んでください。長辺1m未満なら600円、1m以上1.5m未満なら1,000円、1.5m以上2m未満なら1,400円、2m以上なら1,800円分の粗大ごみ料金シールが必要（オンライン決済による申込の場合は不要）ですので、事前にスーパー・コンビニ等で購入してください。
【自己搬入】
一時多量、処分を急ぐ場合などはエコトピア亀岡へ自己搬入してください。10kgごとに180円の処理手数料（支払方法は現金またはPayPay）が必要です。
※令和5年4月から、粗大ごみ料金シールではなく10kgあたり180円の処理手数料をお支払いいただく方法に変更しています。令和5年4月以降は、自己搬入の場合は粗大ごみ料金シールが使えませんのでご注意ください。",い
自己搬入,犬の死骸,"50㎝四方のダンボールに入れて、桜塚クリーンセンターまで搬入してください。1体につき1,200円の処理手数料（支払方法は現金またはPayPay）が必要です。",い
燃やすしかないごみ,犬・猫のトイレ用砂（紙・高分子ポリマー製など）,亀岡市指定の緑色のごみ袋に入れてください。（汚物は取り除いてください）,い
埋立てるしかないごみ,犬・猫のトイレ用砂（砂）,亀岡市指定の黄色のごみ袋に入れてください。（汚物は取り除いてください）,い
小型家電,イヤホン,"市役所等に設置している小型家電回収ボックス（投入口15cm×40cm）に入れるか、定期的に開催している小型家電のイベント収集に持ち込んでください（小型家電イベント収集の詳細はこちらhttps://www.city.kameoka.kyoto.jp/soshiki/22/22655.html）。
※小型家電回収ボックスやイベント収集への持ち込みが難しい場合は、埋立てるしかないごみとして出してください。",い
紙類,衣料品類の台紙,"異物は取り除いて、ひもくくりまたは紙袋に入れて出してください。
※すでに地域の集団回収などを利用されている方は、引き続き優先してそちらを利用してください。",い
